ID;primäres_Label_viecpro;field_3;kind;Latitude;Longitude;notes;references_p_lucienfeld_harrer;URI_wien_wiki;URI_p_lucienfeld_harrer;alternatives_label_adress_neu;alternatives_label_adress1822;alternatives_label_suttingerstadtplan;alternatives_Label_Datensammlung;alternatives_Label_Feld;Stadtviertel;ist_Teil_von;GeoNames_Link;Access_Excel_Zitierweise
124;Unter den Tuchläden, Stampisches Haus;Unter den Tuchläden, Stampisches Haus;Wohnadresse;48.2107129;16.3710099;ab 1628 Valentin Stampa, kls. Kammerdiener und Zahlmeister;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 291. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Tuchlauben_17&oldid=511154;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278632;Tuchlauben 17;440;;HSV-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Untern Tuchläden, Stampisches Haus;Tuchläden, unter den, Stampisches Haus"
125;Hoher Markt, Wichisches Haus;Hoher Markt, Wichisches Haus;Wohnadresse;48.211354;16.3721747;ab 1664 Johann Wich, Rat des Inneren;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 813. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Hoher_Markt_7&oldid=510640;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278799;Hoher Markt 7;446;Joh. Wich erb.;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, Wich (?), Johann, Haus;Hoher Markt, Wich, Johann, Haus;Hoher Markt, Wichische Erben, Haus"
126;Hoher Markt, Zum blauen Mondschein;Hoher Markt, Zum blauen Mondschein;Wohnadresse;48.2115405;16.3723725;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 814. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Salvatorgasse_2&oldid=511071;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282730;Salvatorgasse 2;447;Heinrich Mittweg;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, blauer Mondschein;Hoher Markt, blauer Mondschein (Manschein), beim;Hoher Markt, blauer Mondschein, beim"
127;Hoher Markt, Gruberisches Haus;Hoher Markt, Gruberisches Haus;Wohnadresse;48.2116252;16.3724572;ab 1661 Martin Gruber, Handelsmann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 861. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Salvatorgasse_2&oldid=511071;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282734;Salvatorgasse 2;448;Martin grueber erb.;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, Gruber Haus;Hoher Markt, Grubersches Haus;Hoher Markt, Grueber, Martin/Grueberisches, Haus;Hoher Markt, Grueberische Erben, Haus;Hoher Markt, Grueberisches Haus;Hoher Markt, Gruebersche Erben, Haus;Hoher Markt, Gruebersches Haus"
128;Hoher Markt, Zum blauen Krebs;"Hoher Markt, Zum blauen Krebs;Sterngasse, Zum blauen Krebs";Wohnadresse;48.2118013;16.3726294;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 814. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Salvatorgasse_2&oldid=511071;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282735;Sterngasse 9;449;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, blauer Krebs;blauer Krebs"
129;Sterngasse, Zu den drei weißen Lilien;Sterngasse, Zu den drei weißen Lilien;Wohnadresse;48.2119174;16.3727932;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,4, Wien: Selbstverlag, 1953, S. 861. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Vorlauf-Hof&oldid=511177;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282782;Sterngasse 6;450;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"dann: bei den 3 weißen Lilien;drei weiße Lilien, Nähe den 7 Büchern;drei weiße Lilien, Nähe 7 Bücher;Nähe die 7 Bücher, in den 3 weissen Lilien"
130;Sterngasse, Haus Zu den sieben Büchern;Sterngasse, Haus Zu den sieben Büchern;Wohnadresse;48.211994;16.3733591;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 569. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Sterngasse_4&oldid=511189;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279227;Sterngasse 4;456;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;7 Bücher, nächst den, Salzamt, ksl., Nähe 7 Bücher
131;Alter Kienmarkt, Zu den sieben Sternen;Alter Kienmarkt, Zu den sieben Sternen;Wohnadresse;48.2117763;16.3738405;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 536. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Judengasse_9&oldid=510867;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279193;Judengasse 9;458;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Alter Kyhnmarkt, bei den 7 Sternen
132;Judengasse, Weinzierlisches Haus;Judengasse, Weinzierlisches Haus;Wohnadresse;48.2119249;16.3739243;ab 1675 Johann Jakob Weinzierl, Schlosshauptmann Ebersdorf;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 541. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Judengasse_11&oldid=510681;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279199;Judengasse 11;459;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"schwarze Bürste, bei der, Weinzierlisches Haus;bei der Sschwarzen Bürste, Weinzierlisches Haus"
133;Alter Kienmarkt, Zur schwarzen Bürste;Alter Kienmarkt, Zur schwarzen Bürste;Wohnadresse;48.2118881;16.3741259;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 561. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Judengasse_16&oldid=510672;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279219;Judengasse 16;461;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Schwarze Bürste;Bierhaus, neben der schwarzen Bürste"
134;Gammingerhof;"Gammingerhof;Gamingerhof";Wohnadresse;48.2117561;16.3748072;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 601. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Gaminger_Hof&oldid=510425;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279260;Seitenstettengasse 5;464;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Katzensteig, Gämminger Hof;Gamingerhof"
135;Alter Fleischmarkt, Zum Schabenrüssel;Alter Fleischmarkt, Zum Schabenrüssel;Wohnadresse;48.2116379;16.3759853;"benannt nach dem Wirtshaus ""zum Schabenrüssel""";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 629. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_29&oldid=510904;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279291;Rotenturmstraße 29;481;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Schabenrößl
136;Dempfingerhof;Dempfingerhof;Wohnadresse;48.2116052;16.3748019;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 605. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Pempflingerhof&oldid=534007;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279265;Seitenstettengasse 4;494;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Katzensteg, Dempfinger Hof
137;Alter Kienmarkt, Deimblisches Haus;Alter Kienmarkt, Deimblisches Haus;Wohnadresse;48.2116976;16.3741108;ab 1698 Dr. Johann Deimbl;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 559. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Judengasse_14&oldid=510675;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279217;Judengasse 14;495;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Alter Kienmarkt (Kyhnmark), Dr. Deimbls Haus;schwarze Bürste, bei der, Deimblisches Haus"
138;Dreifaltigkeitshof;Dreifaltigkeitshof;Wohnadresse;48.2111904;16.3748733;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 551. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Dreifaltigkeitshof_(1)&oldid=807821;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279209;Bauernmarkt, Fleischmarkt, Rotgasse;496;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;bei der Heiligen Dreifaltigkeit
139;Lazenhof;Lazenhof;Wohnadresse;48.2110709;16.3743318;Lazenhof, nach dem Geschichtsschreiber Wolfgang Laz benannt (16. Jh.);Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 547-551. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Lazenhof&oldid=807838;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279205;Bauernmarkt 21;500;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Doktor Latzenhof;Dr. Lazenhof;Dr. Latzenhof"
140;Alter Kienmarkt, Wo der Glaser ist;Alter Kienmarkt, Wo der Glaser ist;Wohnadresse;48.2116504;16.3737353;"ab 1683 Martin Hänsl, Galer; davor andere Glaserer an der Adresse";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 535. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Judengasse_7&oldid=510761;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279192;Judengasse 7;506;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, Wo der Glaser ist;Hoher Markt, Glasserisches Haus"
141;Berghof;Berghof;Wohnadresse;48.2112426;16.3727284;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,2, Wien: Selbstverlag, 1951, S. 461. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Alter_Berghof&oldid=510343;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278807;Hoher Markt 8-9;510;;TM-TBP-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, Berghof;Hoher Markt, Berghof (Bergoff)"
142;Hoher Markt, Wincklerisches Haus;"Hoher Markt, Wincklerisches Haus;Hoher Markt, Haagenisches Haus";Wohnadresse;48.2113859;16.3724591;"ursprünglich Kramhof; Harrer nennt im 17. Jh. als Besitzer Georg Haagen, verh. mit einer Tochter von Johann Adam Winckler";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 461. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kramhof&oldid=277418;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278807;Hoher Markt 8-9;511;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, Wincklerisches Haus;Hoher Markt, Winklerisches Haus"
143;Hoher Markt, Kirchmayerisches Haus;Hoher Markt, Kirchmayerisches Haus;Wohnadresse;48.2111051;16.3731229;"bis 1662 Zacharias Constantin Khirchmayer, geh. Hofsekretär; danach seine Kinder";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 474. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Hoher_Markt_8-9&oldid=510531;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278820;Hoher Markt 8-9;512;;HSV-Blatt;Adresse;Schottenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, Kirchmayrisches Haus;Hoher Markt, Kirchmayerisches Haus;Hoher Markt, Kirchmäyerisches Haus"
144;Hoher Markt, Pergisches Haus;"Hoher Markt, Pergisches Haus;Hoher Markt, Zum blauen Gatter";Wohnadresse;48.2110191;16.3733236;ab 1656 Carolus Perger auf Thomasberg und Aspang;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 477. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ankerhof&oldid=805320;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278824;Hoher Markt 10-11;513;Ihr gn. Hr. Carl Perger erb;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Hoher Markt, Pergerisches Haus
145;;Fischhof;Wohnadresse;48.2109111;16.3739041;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 685. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischhof_(1)&oldid=443274;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279353;Fischhof 2;;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Fischof
146;Fischhof, Zum blauen Wolf;Fischhof, Zum blauen Wolf;Wohnadresse;48.2110617;16.3737891;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 690. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischhof_2&oldid=510424;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279354;Fischhof 2;516;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Fischhof, am, blauer Wolf;Fischhof, blauer Wolf;Fischhof, blauer Wolf, beim;Fischhof, im, blauer Wolf, beim"
147;Fischhof, Schoneggisches Haus;Fischhof, Schoneggisches Haus;Wohnadresse;48.210994;16.3739477;ab 1665 Paul Schonegg;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,2, Wien: Selbstverlag, 1951, S. 492. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischhof_2&oldid=510424;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279355;Fischhof 2;517;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Fischhof, im, Schönegg, Paul, Haus;Fischhof, Schenäkh (?), Paul, Haus;Fischhof, Schenickh/Schöneckh, Paul Haus"
148;Fischhof, Gimpelmayerisches Haus;Fischhof, Gimpelmayerisches Haus;Wohnadresse;48.2108407;16.3742319;ab 1686 Michael Gimpelmayer, Niederlagsverwandter;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,2, Wien: Selbstverlag, 1951, S. 391. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Fischhof_3&oldid=510431;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279358;Fischhof 3;519;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Fischhof, Gimpelmayrisches Haus, eH;Fischhof, Gimplmayr/Gipplmayr Haus"
149;Hoher Markt, Apotheke Zum roten Krebs;"Hoher Markt, Apotheke Zum roten Krebs;Hoher Markt, Zum roten Krebs";Wohnadresse;48.2105689;16.3736472;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 492. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ankerhof&oldid=805320;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278840;Hoher Markt 12;524;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, Apotheke zum roten Krebs, neben der;große Presse, roter Krebs, beim;bei den 7 Büchern, Roter Krebs;Hoher Markt, neben der Apotheke zum roten Krebs;Hoher Markt, beim roten Krebs;Roter Krebs bei den 7 Büchern;Hoher Markt, beim rothen Krebs;Hoher Markt, Nähe Apotheke zum roten Krebs"
150;Hoher Markt, Moserisches Haus;Hoher Markt, Moserisches Haus;Wohnadresse;48.2106948;16.3727211;ab 1631 Daniel Moser, Bürgermeister;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 743. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_Pelikan&oldid=511498;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278736;Hoher Markt 3;543;Hr. Daniel Mosers erb.;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Hoher Markt, Mosßer, Herr, Haus;Landskron, in der, Mossersches Haus;Landskron, in der, Mosßer, Herr, Haus"
151;Hoher Markt, Frischauerisches Haus;Hoher Markt, Frischauerisches Haus;Wohnadresse;48.210903;16.3723371;ab 1672 Johann Michael Frischauer, Raitrat nö. Buchhalterei;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 745. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Hoher_Markt_4&oldid=806217;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278744;Hoher Markt 4;544;Hr. Joh. Michael Frischenhauser;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Hoher Markt, Frischenhauserisches Haus, eH
152;Bauernmarkt, Cischinisches Haus;Bauernmarkt, Cischinisches Haus;Wohnadresse;48.2101371;16.3726488;ab 1684 Franz von Cischini, kaisl. Diener;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 743. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Generali-B%C3%BCrohaus&oldid=510598;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279414;Landskrongasse 1-3;546;hr. frantz von Zischain kay. Diener;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Bauernmarkt, Zischkinisches Haus
153;Landskron, Tebbetmannisches Haus;Landskron, Tebbetmannisches Haus;Wohnadresse;48.2103617;16.3724379;Georg Tebbetmann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,2, Wien: Selbstverlag, 1951, S. 331. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Generali-B%C3%BCrohaus&oldid=510598;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279416;Landskrongasse 1-3;547;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Landskron, in der, Debetmanisches Haus
154;Landskron;Landskron;Wohnadresse;48.2104778;16.372308;es gab auch als Nachbarhaus die kleine Landskrone (Nr. 547), s. Harrer, heute alles Landskrongasse 1-3;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 744-745. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Generali-B%C3%BCrohaus&oldid=510598;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279416;Landskrongasse 1-3;548;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Landskron
155;Untere Tuchläden, Weissmayrisches Haus;Untere Tuchläden, Weissmayrisches Haus;Wohnadresse;48.2107415;16.3713441;ab 1667 Michael Weissmayr, Handelsmann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,1, Wien: Selbstverlag, 1952, S. 315. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Tuchlauben_16&oldid=511298;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278674;Tuchlauben 16;555;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Tuchläden, untern, Waißmayr, Michael, Haus
156;Untere Tuchläden, Zum roten Igel;"Untere Tuchläden, Zum roten Igel;Unte den Tuchläden, Zum roten Igel";Wohnadresse;48.2103349;16.370853;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 321. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Tuchlauben_12&oldid=511255;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278664;Tuchlauben 12;558;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Roter Igel
157;Unter den Tuchläden, Stroblisches Haus;Unter den Tuchläden, Stroblisches Haus;Wohnadresse;48.2101685;16.3706568;Haus B von Tuchlauben 10 wurde 1904 demoliert und abgebrochen;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 2,1, Wien: Selbstverlag, 1952, S. 315. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_K%C3%BChfu%C3%9F&oldid=511239;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278658;Tuchlauben 10;560;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Untern Tuchläden, Stroblisches Haus
158;Untere Tuchläden, Wagenspergisches Haus;Untere Tuchläden, Wagenspergisches Haus;Wohnadresse;48.2100853;16.3703;"ab 1683 Adolf Graf von Wagensperg; ab 1703 Ferdinand Leopold Wisendo von Wiesenburg, Hofkriegszahlmeister; Neubau";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 110. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Sch%C3%B6nbrunnerhaus&oldid=511024;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278648;Tuchlauben 8;562;Ihr gn. Herr Adolph graf von Wagensperg;TM-TBP-Blatt;Adresse;Widmerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Schönbrunn, bei, Wagensperg, Graf Haus;Schönbrunn, bei, Wagensperg, Gräfin, Witwe, Haus;Schönbrunn, bei, Wagenspergisches Haus, eH;Schönbrunn, beim, Wagenspergisches Haus;Schönbrunn, Wagensperg, Graf Haus;Tuchlauben (Tuchläden, untern), Wagenspergisches Haus"
