ID;primary_label;Latitude;Longitude;citation_lucienfeld_harrer;URI_wien_wiki;URI_lucienfeld_harrer;adress_today;adress_1822;adress_suttingerstadtplan;district;alternative_label
187;Freisingerhof;48.208642;16.3704061;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 135. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Freisinger_Hof&oldid=510563;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279060;Graben 29-29a;618;;Widmerviertel;"Freisinger Hof, gegen dem;Nähe Freisingerhof"
188;Graben, Zum schwarzen Elefanten;48.208267;16.3706;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 156. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_schwarzen_Elefanten_(1,_Graben)&oldid=511436;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279081;Graben, nicht mehr existent;619;;Widmerviertel;Graben, schwarzer Elefant, beim
189;Graben, Piazolisches Haus;48.2082062;16.3707949;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 36. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Haus_Stadt_620&oldid=510487;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279090;nicht mehr existent;620;Joh. Piazol;Widmerviertel;"Graben, Piazollisches Haus;Graben, Piazollisches Haus, eH"
190;Graben, Beim roten Kreuz;48.2081784;16.3711588;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 154. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Aziendahof&oldid=797449;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279079;Graben 31;622;;Widmerviertel;neben dem roten Kreuz
191;Stock im Eisen, Decorisches Haus;48.2083432;16.3715711;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 36. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stock-im-Eisen-Platz_4&oldid=511328;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278956;Stock-im-Eisen-Platz 6;623;;Widmerviertel;"Stock im Eisen, beim, Decore, Johann Oliver, Haus;Stock im Eisen, beim, Decorische Erben, Haus"
192;Stock im Eisen, Zur roten Rose;48.2084613;16.3717439;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1951, S. 36. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stock-im-Eisen-Platz_4&oldid=803397;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2278957;Stock-im-Eisen-Platz 7;625;;Widmerviertel;Stock im Eisen, bei der roten Rose
193;Brandstätte, Olberisches Haus;48.2088066;16.3721594;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 765. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Jasomirgottstra%C3%9Fe_1&oldid=510513;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279437;Jasomirgottstraße 1;627;;Kärntnerviertel;Brandstätte, Olberisches Haus
194;Brandstätte, Bauernfeindisches Haus;48.2091014;16.3725483;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 757. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Bauernfeindsches_Haus&oldid=797465;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279429;Brandstätte 1;628;;Kärntnerviertel;Brandstätte, Bauernfeindisches Haus
195;Brandstätte, Zum weißen Stern;48.2089255;16.3721309;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 763. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Jasomirgottstra%C3%9Fe_4&oldid=510435;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279435;Jasomirgottstraße 4;629;;Kärntnerviertel;beim weißen Stern, eH
196;Brandstätte, Beckerisches Haus;48.2089255;16.3721309;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 676. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Jasomirgottstra%C3%9Fe_4&oldid=510435;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279436;Jasomirgottstraße 4;630;Hr. Nicolaus Wilh. Becker key. Leib Med;Kärntnerviertel;"Brandstätte, Beckerisches Haus, eH;Brandstätte, Peckher, Dr., Haus;Brandstätte, Pekh, Dr., Haus;Brandstätte, Pöckher, Dr., Haus"
197;Kumpfgasse, Zum schwarzen Adler;48.2072914;16.3757074;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 673. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zur_goldenen_Bethen&oldid=511477;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289199;Kumpfgasse 6;631;;Kärntnerviertel;"Kumpfgasse, schwarzer Adler;Kumpfgasse, schwarzer Adler, beim;Neue Welt, in der, schwarzer Adler, beim;Neue Welt, schwarzer Adler;Neue Welt, schwarzer Adler, beim"
198;Brandstätte, Wiegandtisches Haus;48.2092804;16.3728684;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 661. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kennedyhof&oldid=510888;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279340;Brandstätte 2;632;Georg wiegant handels;Kärntnerviertel;"Brandstätte, auf der, Wiegandt, Hans Georg, Haus;Brandstätte, Weigandt, Johann Georg, Haus;Brandstätte, Weigandt, Witwe, Haus;Brandstätte, Wiegandisches Haus;Brandstätte, Wigand(in), Witwe, Haus;Brandstätte, Wigant, Witwe, Haus;Brandstätte, Wigantisches Haus"
199;Rotenturmstraße, Heusserisches Haus;48.2094325;16.3730835;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,3, Wien: Selbstverlag, 1952, S. 648. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_5-9&oldid=510960;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279337;Rotenturmstraße 5;634;Lorentz Heuserers;Kärntnerviertel;"Bischof[shof], beim, Heisßerisches Haus;Bischof[shof], gegenüber, Heüßer, Jacob, Haus;Bischofhof, gegenüber, Heisserische Erben, Haus;Bischofhof, gegenüber, Heyßerische Erben, Haus;Bischofshof, gegenüber, Heusßer, Jacob/Heserisches/Heuserisches, Haus;Bischofshof, gegenüber, Schuester, Simon Haus (Haus d. Simon Schuester;Bischofshof, gegenüber, Schuester, Simon Stephan, Haus;Bischofhof, gegenüber, Pendtenriether, Christoph/Pendtenrietherisches, Haus;Bischofhof, gegenüber, Pendtenriether, Herr, Haus;Bischofshof, gegenüber, Pendtenriether, Herr, Haus;Bischofshof, gegenüber, Pendtenrietherisches Haus"
200;Rotenturmstraße, Harditschisches Haus;48.2096957;16.3733759;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 668. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_11&oldid=511051;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279332;Rotenturmstraße 11;637;;Stubenviertel;beim Bischofshof, Harditzisches Haus
201;Kramergasse, Rückenbaumerisches Haus;48.210126;16.3740287;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 661. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Ertlsches_Stiftungshaus&oldid=820002;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279325;Lichtensteg 1;638;;Stubenviertel;Kramergasse, Ruckenbaumisches Haus
202;Lubeck, Poppowitschisches Haus;48.2103518;16.3742606;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 1,1, Wien: Selbstverlag, 1952, S. 648. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_17&oldid=807612;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279308;Rotenturmstraße 17;640;;Stubenviertel;Lubeck, Popowitsisches Haus
203;Rotenturmstraße, Zum schwarzen Elephant;48.2113889;16.3754498;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954,  S. 242. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_schwarzen_Elefanten_(1,_Rotenturmstra%C3%9Fe_25)&oldid=511508;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2279294;Rotenturmstraße 25;647;;Stubenviertel;"Rotenturm, beim, schwarzer Elephant;Rotenturm, schwarzer Elephant"
204;Schönlaterngasse, Zur schönen Laterne;48.2094485;16.3773552;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954, S. 265. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zur_sch%C3%B6nen_Laterne&oldid=511410;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283377;Schönlaterngasse 6;674;;Stubenviertel;"schöne Laterne;in der schönen Laterne;Schöne Laterne, neben dem Bäckerhaus beim Tischler"
205;Heiligenkreuzerhof;48.2094832;16.3772743;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954, S. 242. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Heiligenkreuzer_Hof&oldid=820270;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283354;Schönlaterngasse 3;676;;Stubenviertel;"Heiligenkreuzerhof, langes Haus;Heiligenkreuzerhof, neben dem, Asolisches Haus;Heiligenkreuzerhof;Heiligen Kreuzerhof"
206;Schönlaterngasse, Eberhardisches Haus;48.2096005;16.3774829;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954,  S. 251. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Basiliskenhaus&oldid=797461;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283361;Schönlaterngasse 7;678;Balthasar Eberhard wagnermeister erb.;Stubenviertel;"Heiligenkreuzer Hof, beim, Eberhard, Herr, Haus;Heiligenkreuzer Hof, beim, Eberhardt, Balthasar, Haus;Heiligenkreuzer Hof, Eberhard, Balthasar Haus;Heiligenkreuzer Hof, Eberhard, Herr/Eberhardisches Haus;Heiligenkreuzer Hof, Eberhardsches Haus, eH;Heiligenkreuzer Hof, Eberhardt, Balthasar, Haus"
207;Schönlaterngasse, Heythallerisches Haus;48.2095541;16.3776806;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954,  S. 258. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Sch%C3%B6nlaterngasse_7A&oldid=511023;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283362;Schönlaterngasse 7 A;679;Martin Heuthaller Tischler;Stubenviertel;"Heiligenkreuzer Hof, beim, Heintallerische Erben, Haus;Heiligenkreuzer Hof, beim, Heytaller, Martin, Haus;Heiligenkreuzer Hof, beim, Heythall, Anna, Witwe, Haus;Heiligenkreuzer Hof, beim, Heythaller, Martin, Haus;Heiligenkreuzerhof, beim, Heitallerische Erben, Haus"
208;Schönlaterngasse, Appelisches Haus;48.2095168;16.3778285;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 205. (Manuskript);https://www.geschichtewiki.wien.gv.at/Totendoktorhaus;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283363;Schönlaterngasse 9;680;Hanns Georg Appel Fleischh.;Stubenviertel;Heiligenkreuzer Hof, beim, Appl, Hans Georg, Haus
209;Schönaterngasse, Jesuiten Seminar;48.2093917;16.3781949;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 203. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Sch%C3%B6nlaterngasse_13&oldid=510917;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283370;Schönlaterngasse 13;682;;Stubenviertel;"Heiligenkreuzer Hof, beim, Jesuiten, Haus;Heiligenkreuzer Hof, beim, PP Jesuiten, Haus;Heiligenkreuzer Hof, Seminar, altes"
210;Alter Fleischmarkt, Teufelisches Haus;48.2099855;16.3783209;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 203. (Manuskript);;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283090;Fleischmarkt 26;686;;Stubenviertel;"Fleischmarkt, alter, Teiffl. Haus;Fleischmarkt, alter, Teüffel, Baron, Haus;Fleischmarkt, alter, Teüfflisches Haus"
211;Alter Fleischmarkt, Lindenschützisches Haus;48.2100537;16.3779292;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 191. (Manuskript);;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283088;Fleischmarkt 24;688;;Stubenviertel;"Fleischmarkt, alter, Lindenschiz, Witwe Katharina Haus;Fleischmarkt, alter, Lindtschiz, Marx, Haus"
212;Alter Fleischmarkt, Nußbaumerisches Haus;48.2103399;16.3776691;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 194. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wolfengasse&oldid=792670;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283079;Wolfengasse 4;691;;Stubenviertel;Alter Fleischmarkt, Nußbaumisches Haus
213;Alter Fleischmarkt, Zum weißen Wolf;48.2102044;16.3771554;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 188. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_wei%C3%9Fen_Wolf&oldid=800045;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283073;Wolfengasse 3;694;;Stubenviertel;Alter Fleischmarkt, weißer Wolf
214;Alter Fleischmarkt, Schletzerisches Haus;48.2105424;16.3771022;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 183. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Toleranzhaus&oldid=509433;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283069;Fleischmarkt 18;695;;Stubenviertel;"Alter Fleischmarkt, Schletzerisches Haus;Alter Fleischmarkt, Sletzerisches Haus"
215;Alter Fleischmarkt, Bei der goldenen Rose;48.2105848;16.3768326;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 181. (Manuskript);;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283066;Fleischmarkt 16;696;;Stubenviertel;Alter Fleischmarkt, goldene Rose
216;Alter Fleischmarkt, Zum goldenen Bären;48.2105919;16.3765328;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 150. (Manuskript);;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283064;Fleischmarkt 14;697;;Stubenviertel;"Fleischmarkt, alter, goldener Bär;Fleischmarkt, alter, goldener Bär, beim"
217;Alter Fleischmarkt, Zwölferisches Haus;48.2106513;16.376194;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 176. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Grashofgasse_1_und_1A&oldid=510532;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283061;Fleischmarkt 12;698;;Stubenviertel;"Alter Fleischmarkt, Zwölfferisches Haus;Alter Fleischmarkt, Zwölferisches Haus;Alter fleischmarkt, Zwölffrisches Haus;Zwölferisches Haus"
218;Alter Fleischmarkt, Plöcknerisches Haus;48.2107571;16.3766899;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 150. (Manuskript);https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283069;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283035;Fleischmarkt 5;702;;Stubenviertel;"Alter Fleischmarkt, Plöcknerisches Haus;Alter Fleischmarkt, Haus des alten Dr. Plöckner"
219;Alter Fleischmarkt, Stapferisches Haus;48.2107836;16.3771413;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 138. (Manuskript);;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283041;Fleischmarkt 9;704;Hr. Georg Stapfer v. Stapferberg;Stubenviertel;"Fleischmarkt, alter, Stapfer, Georg Haus;Fleischmarkt, alter, Stapffer, Witwe, Haus"
220;Alter Fleischmarkt, Landsperigsches Haus;48.2106513;16.3774301;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 158. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Stockhammersches_Geb%C3%A4ude&oldid=420957;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283043;Fleischmarkt 13;705;;Stubenviertel;"Fleischmarkt, Landspergerisches Haus, eH;Fleischmarkt, Landspergisches Haus, eH"
221;Alte Bürgermusterung, Zum gelben Adler;48.2110609;16.3772714;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 5. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_gelben_Adler&oldid=281406;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283023;Griechengasse 7;710;Joh. Georg Schoberl;Stubenviertel;"Bürgermusterung, alte, gelber Adler;Bürgermusterung, alte, gelber Adler, beim"
222;Haffnerbad;48.2114008;16.3772116;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 93. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Hafnerbad&oldid=785472;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282978;Franz-Josefs-Kai 8;720;;Stubenviertel;Haffnerbad
223;Griechengasse, Zum Küssenpfennig;48.2113686;16.3765925;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 83. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%BCssdenpfennig&oldid=510669;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282968;Griechengasse 3;723;;Stubenviertel;"Küssenpfennig;Roter Turn, Kissenpfenning (Rotenturn, im Küssenpfennig);am roten Thurn, im Küssenpfenning"
224;Alter Fleischmarkt, Zum goldenen Hirsch;48.2111047;16.375768;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 5. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_goldenen_Hirschen_(1,_Rotenturmstra%C3%9Fe)&oldid=511426;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282890;Rotenturmstraße 20;728;;Stubenviertel;"Alter Fleischmarkt, goldener Hirsch, neben dem;Alter Fleischmarkt, goldener Hirsch"
225;Alter Fleischmarkt, Zum goldenen Wolf;48.2108106;16.3754627;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 55. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_18&oldid=510953;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282940;Rotenturmstraße 18;729;;Stubenviertel;"alter Fleischmarkt, eH beim goldenen Wolf;Goldener Wolf, eH"
226;Rotenturmstraße, Pechmannisches Haus;48.2104041;16.374735;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 47. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_12&oldid=510915;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282932;Rotenturmstraße 12;733;;Stubenviertel;"Stadtwaage, gegen der, Pechmannisches Haus;bei der Stadtwaage, Pechmannisches Haus"
227;Lubeck, Kirchstetterisches Haus;48.2102609;16.3745635;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 39. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_10&oldid=510998;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282930;Rotenturmstraße 10;734;;Stubenviertel;"Lugeck (Lubeck), Kirchstetterisches Haus;Lugeck (Lubegg, am), Khirchstetter/Kirchstetter, Dr., Haus;Lugeck (Lubegg, am), Kirchstettersches Haus;Lugeck (Lubegg), Kierhstetterisches Haus;Lugeck (Lubegg), Kirchstetter, Dr./Kirchstetterisches, Haus;Lugeck, Khürchstetter, Dr., Haus;Lugeck, Kirchstetterisches Haus;Lugeck, Kirchstettersches Haus"
228;Lubeck, Zum schwarzen Bär;48.2101093;16.3744657;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 42. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Lugeck_1&oldid=510771;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282927;Lugeck 1;735;;Stubenviertel;Lubeck, Schwarzer Bär
229;Kölnerhof;48.2099239;16.3751756;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 39. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=K%C3%B6lner_Hof&oldid=810686;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282924;Lugeck 3;737;;Stubenviertel;"Untere Bäckerstraße, neben dem Kellerhof;Untere Bäckerstraße, Kellerhof;Kellerhof;Köllnerhof"
230;Untere Bäckerstraße, Zu der weißen Rose;48.209739;16.3758317;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954, S. 279. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Sonnenfelsgasse_7&oldid=511146;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283391;Sonnenfelsgasse 7;743;;Stubenviertel;"Schulerstraße, Weiße Rose (Untere Bäckerstraße, bei der Weißen Rose);Untere Bäckerstraße, bei der Weißen Rose;Untere Bäckerstraße, Weiße Rose;Untere Bäckerstraße, Weißen Rose;Schulerstraße, Weiße Rose"
